date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:04	1559292/1559292	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2015:50:03%20GMT	https://broxbet.com/	C:/Users/Guilherme/Desktop/Nova%20pasta/Brox/broxbet.com/index.html	(from )
12:50:05	1559292/1559292	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2015:50:03%20GMT	https://broxbet.com/casino/pgsoft/126	C:/Users/Guilherme/Desktop/Nova%20pasta/Brox/broxbet.com/casino/pgsoft/126.html	(from )
12:50:05	24/24	---M--	200	added ('OK')	text/plain	etag:%2218-611f6943dc144%22	https://broxbet.com/robots.txt		(from )
12:50:05	30554/30554	---M--	200	added ('OK')	image/png	etag:W/%22775a-60cce35615a55%22	https://broxbet.com/uploads/1702929658.png	C:/Users/Guilherme/Desktop/Nova%20pasta/Brox/broxbet.com/uploads/1702929658.png	(from https://broxbet.com/)
12:50:05	54/54	---MCZ	200	added ('OK')	application/json	etag:W/%2236-611f6943dc144%22	https://broxbet.com/manifest.json	C:/Users/Guilherme/Desktop/Nova%20pasta/Brox/broxbet.com/manifest.json	(from https://broxbet.com/)
12:50:06	0/0	---MCZ	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2015:50:05%20GMT	https://broxbet.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Users/Guilherme/Desktop/Nova%20pasta/Brox/broxbet.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://broxbet.com/)
12:50:06	7774/7774	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202024%2015:50:05%20GMT	https://broxbet.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/a0d8959cb7d0/main.js	C:/Users/Guilherme/Desktop/Nova%20pasta/Brox/broxbet.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/a0d8959cb7d0/main.js	(from https://broxbet.com/)
12:50:06	15086795/15086795	---M-Z	200	added ('OK')	text/javascript	etag:%2229b3e7-612612bec2f4c%22	https://broxbet.com/js/app.js?id=ac8287702df428e79b5c	C:/Users/Guilherme/Desktop/Nova%20pasta/Brox/broxbet.com/js/appf42b.js	(from https://broxbet.com/)
